item,label,site,geo,inscription
Q106674235,200. Coolmagort IV (Ogham Stone Concept by the Ogham in 3D Project),Q69379704,POINT(-9.642778 52.061111),MAQI-TTAL MAQI VORGOS MA/QI MU/COI TOICAC
Q106674236,201. Coolmagort V (Ogham Stone Concept by the Ogham in 3D Project),Q69379704,POINT(-9.642778 52.061111),MC GE?/ MAQ D/E?
Q106674237,202. Coolmagort VI (Ogham Stone Concept by the Ogham in 3D Project),Q69379704,POINT(-9.642778 52.061111),NIOTTVRECC MAQI/ GNI
Q106674238,203. Coolmagort VII (Ogham Stone Concept by the Ogham in 3D Project),Q69379704,POINT(-9.642778 52.061111),MAQI-DECEDA MAQI
Q106674239,205. Derrygariff (Ogham Stone Concept by the Ogham in 3D Project),Q85395535,POINT(-9.665 51.974444),SBNAG MAQQI-RCIA
Q106674240,206. Kilcoolaght East I (Ogham Stone Concept by the Ogham in 3D Project),Q85395537,POINT(-9.747222 52.071944),[AN]M VIRRACC/ANNI TIGIR[N] C/TEDATTOQA MAQI/ VEDELMETTO
Q106674242,207. Kilcoolaght East II (Ogham Stone Concept by the Ogham in 3D Project),Q85395537,POINT(-9.747222 52.071944),ECC MAQI LUGUQRRIT
Q106674243,208. Kilcoolaght East III (Ogham Stone Concept by the Ogham in 3D Project),Q85395537,POINT(-9.747222 52.071944),UMALL
Q106674244,209. Kilcoolaght East IV (Ogham Stone Concept by the Ogham in 3D Project),Q85395537,POINT(-9.747222 52.071944),AGGO MAQI AGILL
Q106674246,210. Kilcoolaght East V (Ogham Stone Concept by the Ogham in 3D Project),Q85395537,POINT(-9.747222 52.071944),DUBEB Q/N
Q106674247,211. Kilcoolaght East VI (Ogham Stone Concept by the Ogham in 3D Project),Q85395537,POINT(-9.747222 52.071944),[RI]TTAVVECC MAQI VEDDONOS
Q106674248,212. Kilcoolaght East VII (Ogham Stone Concept by the Ogham in 3D Project),Q85395537,POINT(-9.747222 52.071944),L M
Q106674249,213. Kilcoolaght East VIII (Ogham Stone Concept by the Ogham in 3D Project),Q85395537,POINT(-9.747222 52.071944),URG
Q106674250,215. Whitefield I (Ogham Stone Concept by the Ogham in 3D Project),Q85395539,POINT(-9.703056 52.080556),ALATTO CELI BAT/TIG/NI
Q106674251,216. Whitefield II (Ogham Stone Concept by the Ogham in 3D Project),Q85395539,POINT(-9.703056 52.080556),GOSOCTEAS MOSAC MAKINI
Q106674254,218. Whitefield IV (Ogham Stone Concept by the Ogham in 3D Project),Q85395539,POINT(-9.703056 52.080556),LAGOBB/ MUCO TUCACAC
Q106675649,PRIES/1 (Ogham Stone Concept by CISP),Q85396903,POINT(-7.758056 52.221667),NETACUNASMAQILOBAC[....]
Q106675652,PRKLA/1 (Ogham Stone Concept by CISP),Q85395605,POINT(-9.875 51.858611),ANMVINNAGITL{E}T[--
Q106675653,RACOB/1 (Ogham Stone Concept by CISP),Q85393922,POINT(-8.246111 52.005278),LOGAMAQISDANBI
Q106675655,RANTA/1 (Ogham Stone Concept by CISP),Q85392813,POINT(-6.954444 53.805),OSBBAR
Q106675656,RATAS/1 (Ogham Stone Concept by CISP),Q106626875,POINT(-9.67583 52.2675),[.]NMSILLANNMAQFATTILLOGG
Q106675658,RATHK/1 (Ogham Stone Concept by CISP),Q106628055,POINT(-10.33164 51.847737),--]CLHQOC[--
Q106675660,RCROG/1 (Ogham Stone Concept by CISP),Q85390711,POINT(-8.297778 53.8075),nan
Q106675661,RCROG/2 (Ogham Stone Concept by CISP),Q85390711,POINT(-8.297778 53.8075),QREGASMU[--
Q106675662,RFILD/1 (Ogham Stone Concept by CISP),Q85396812,POINT(-9.631667 52.128889),MAQIRITTEMAQICOLABOT 
Q106675663,RFILD/2 (Ogham Stone Concept by CISP),Q85396812,POINT(-9.631667 52.128889),COILLABBOTASMAQICORBBI 
Q106675664,RFILD/3 (Ogham Stone Concept by CISP),Q85396812,POINT(-9.631667 52.128889),VGwGOLAM
Q106675666,RFILD/4 (Ogham Stone Concept by CISP),Q85396812,POINT(-9.631667 52.128889),CORBAGNI 
Q106675668,RFILD/5 (Ogham Stone Concept by CISP),Q85396812,POINT(-9.631667 52.128889),CORBAGNMAQIMUCOIC[--
Q106675669,RFILD/6 (Ogham Stone Concept by CISP),Q85396812,POINT(-9.631667 52.128889),[--]
Q106675670,RGLAS/1 (Ogham Stone Concept by CISP),Q85391648,POINT(-6.716667 52.781944),nan
Q106675671,ROVMO/1 (Ogham Stone Concept by CISP),Q85394017,POINT(-8.784167 51.886667),ANAVLAMATTIASMUCO 
Q106675672,ROVMO/2 (Ogham Stone Concept by CISP),Q85394017,POINT(-8.784167 51.886667),MAQIERCIAS 
Q106675674,ROVMO/3 (Ogham Stone Concept by CISP),Q85394017,POINT(-8.784167 51.886667),VEDACU[NA] 
Q106675675,RTHCA/1 (Ogham Stone Concept by CISP),Q85393934,POINT(-8.075556 51.977222),ELUNAMU[C--
Q106675677,RTHCA/2 (Ogham Stone Concept by CISP),Q85393934,POINT(-8.075556 51.977222),--]M[--
Q106675678,RTHDF/1 (Ogham Stone Concept by CISP),Q85395627,POINT(-10.024444 52.167778),S[IDA]N[I]M[A]Q[ID] 
Q106675679,RTHDF/2 (Ogham Stone Concept by CISP),Q85395627,POINT(-10.024444 52.167778),LLONNOCCMAQQ[--
Q106675680,RTHKE/1 (Ogham Stone Concept by CISP),Q106626866,POINT(-9.72028 52.33167),COMMA[GGA]AGNIM[-- 
Q106675681,RTHKE/2 (Ogham Stone Concept by CISP),Q106626866,POINT(-9.72028 52.33167),L[I]SS[E^I][GV]O[G]
Q106675682,RTHKE/3 (Ogham Stone Concept by CISP),Q106626866,POINT(-9.72028 52.33167),[--]
Q106675683,RTHOD/1 (Ogham Stone Concept by CISP),Q85395567,POINT(-9.990556 52.1725),CURCIMAQIMUCOIV[!O][--
Q106675684,RTHOD/2 (Ogham Stone Concept by CISP),Q85395567,POINT(-9.990556 52.1725),ERCAVICCASMAQICO[--
Q106675685,RUSHE/1 (Ogham Stone Concept by CISP),Q85390384,POINT(-8.665278 53.896111),ALATTOSMAQIBR[--
Q106675686,SCHUD/1 (Ogham Stone Concept by CISP),Q85396840,POINT(-7.998889 52.199444),ERCAGNIMA[QI]E 
Q106675687,SHANK/1 (Ogham Stone Concept by CISP),Q106626901,POINT(-7.0275 52.69528),MAQICUNALIG[--] 
Q106675688,STISL/1 (Ogham Stone Concept by CISP),Q85392816,POINT(-7.871111 54.608611),nan
Q106675689,TEMAN/1 (Ogham Stone Concept by CISP),Q85394006,POINT(-8.893056 51.645),[AMN]TENASMACIV[--
Q106675691,TERMY/1 (Ogham Stone Concept by CISP),Q85396810,POINT(-10.058889 51.970833),MOCU[RR]UTI 
Q106675692,THOTO/1 (Ogham Stone Concept by CISP),Q106628040,POINT(-7.131313 52.526469),VEDDELLEMETTOMU 
Q106675693,TINAH/1 (Ogham Stone Concept by CISP),Q85396900,POINT(-9.7575 52.124722),CI[--]LAMAQ[.]I[--]BAGNI
Q106675694,TINAH/2 (Ogham Stone Concept by CISP),Q85396900,POINT(-9.7575 52.124722),AMNT{X}GANNMACDEGLA 
Q106675695,TLGMO/1 (Ogham Stone Concept by CISP),Q85394019,POINT(-8.757222 51.946389),MAQILAS{P}OG 
Q106675697,TMINE/1 (Ogham Stone Concept by CISP),Q85391650,POINT(-6.727222 52.848056),MUCOIMUCC[I]
Q106675698,TMOUN/1 (Ogham Stone Concept by CISP),Q85392831,POINT(-7.5175 54.362222),NETTACU[--
Q106675699,TOOCU/1 (Ogham Stone Concept by CISP),Q85396862,POINT(-7.746944 52.267222),DOMO{K}I
Q106675700,TOURP/6 (Ogham Stone Concept by CISP),Q106628041,POINT(-7.994842 52.407427),BAEDAN
Q106675701,TRALE/1 (Ogham Stone Concept by CISP),Q85396830,POINT(-9.710278 52.268056),BASI{GW}B[--
Q106675702,TULHE/1 (Ogham Stone Concept by CISP),Q85391735,POINT(-7.121389 52.5775),nan
Q106675703,TULLA/1 (Ogham Stone Concept by CISP),Q85390409,POINT(-8.709444 53.728611),nan
Q106675704,WHFLD/1 (Ogham Stone Concept by CISP),Q85395539,POINT(-9.703056 52.080556),ALATTOCELIBATTIG 
Q106675705,WHFLD/2 (Ogham Stone Concept by CISP),Q85395539,POINT(-9.703056 52.080556),GOSOCTEASMOSACMA{K}INI
Q106675706,WHFLD/3 (Ogham Stone Concept by CISP),Q85395539,POINT(-9.703056 52.080556),NOCATIMAQIMAQIREC[--] 
Q106675707,WHFLD/4 (Ogham Stone Concept by CISP),Q85395539,POINT(-9.703056 52.080556),L[A]G[O]BB[-- 
Q106675708,WHFLD/5 (Ogham Stone Concept by CISP),Q85395539,POINT(-9.703056 52.080556),QAM[--]ROMACULLO
Q106675709,WINDG/1 (Ogham Stone Concept by CISP),Q85396919,POINT(-7.487778 52.341944),MODDAGN[I]MAQIGATT 
Q106675710,WINDG/2 (Ogham Stone Concept by CISP),Q85396919,POINT(-7.487778 52.341944),[--]
Q106675532,GRMGH/1 (Ogham Stone Concept by CISP),Q85391660,POINT(-6.958056 52.5425),[--]
Q106675533,GRTMA/1 (Ogham Stone Concept by CISP),Q85395607,POINT(-9.551667 51.8475),NOARRAMAQIVORUDRAN
Q106675536,HTOWN/1 (Ogham Stone Concept by CISP),Q106628037,POINT(-6.560318 52.862438),[--]
Q106675538,INAGH/1 (Ogham Stone Concept by CISP),Q85395624,POINT(-9.389167 51.839444),--]ORIBRASSIA
Q106675539,INCHA/1 (Ogham Stone Concept by CISP),Q85390377,POINT(-9.316944 53.485556),nan
Q106675540,INVIC/1 (Ogham Stone Concept by CISP),Q85395526,POINT(-10.607778 52.044444),[..]BB[.]AVIVLATIAMIMAQ[--
Q106675541,ISLAN/1 (Ogham Stone Concept by CISP),Q85390382,POINT(-8.805 53.781667),CUNALEGIAVIQUNACANOS
Q106675542,KEELW/1 (Ogham Stone Concept by CISP),Q106628069,POINT(-10.180949 53.983608),OR 
Q106675543,KEENH/1 (Ogham Stone Concept by CISP),Q85393928,POINT(-9.185833 51.759444),ANMCASONI[MAQ]IRODAGNI
Q106675544,KFNTN/1 (Ogham Stone Concept by CISP),Q85395599,POINT(-10.300556 52.153333),EQODDI
Q106675545,KILEG/1 (Ogham Stone Concept by CISP),Q85391677,POINT(-6.530278 52.543611),nan
Q106675546,KILMA/1 (Ogham Stone Concept by CISP),Q72006009,POINT(-8.765556 53.773611),LUGADDONMAQ 
Q106675547,KILTH/1 (Ogham Stone Concept by CISP),Q85394079,POINT(-8.81 51.9875),LUGUDUCMAQIMAQIOC 
Q106675548,KINET/1 (Ogham Stone Concept by CISP),Q85395530,POINT(-10.194444 52.120556),MARIANI
Q106675549,KINET/2 (Ogham Stone Concept by CISP),Q85395530,POINT(-10.194444 52.120556),SAGWTILLOTETIAVISRUSA
Q106675550,KLBEG/1 (Ogham Stone Concept by CISP),Q85396852,POINT(-7.544722 52.110278),BIVODON 
Q106675551,KLBON/1 (Ogham Stone Concept by CISP),Q85396894,POINT(-9.673611 52.086111),B[...]AGNIMAQIADDILONA
Q106675552,KLCAS/1 (Ogham Stone Concept by CISP),Q85394111,POINT(-9.711944 51.7275),LUGUQRIT 
Q106675554,KLCOO/1 (Ogham Stone Concept by CISP),Q85395537,POINT(-9.747222 52.071944),CEDATTOQAMAQI 
Q106675555,KLCOO/2 (Ogham Stone Concept by CISP),Q85395537,POINT(-9.747222 52.071944),nan
Q106675556,KLCOO/3 (Ogham Stone Concept by CISP),Q85395537,POINT(-9.747222 52.071944),nan
Q106675557,KLCOO/4 (Ogham Stone Concept by CISP),Q85395537,POINT(-9.747222 52.071944),--]GGOMAQIAGILL[--
Q106675558,KLCOO/5 (Ogham Stone Concept by CISP),Q85395537,POINT(-9.747222 52.071944),DUBE[B] 
Q106675559,KLCOO/6 (Ogham Stone Concept by CISP),Q85395537,POINT(-9.747222 52.071944),RITTUVVECCMAQ 
Q106675560,KLCOO/7 (Ogham Stone Concept by CISP),Q85395537,POINT(-9.747222 52.071944),--]L[-- 
Q106675561,KLCOO/8 (Ogham Stone Concept by CISP),Q85395537,POINT(-9.747222 52.071944),--]URG[--
Q106675562,KLCUM/1 (Ogham Stone Concept by CISP),Q85391730,POINT(-6.956452 52.631753),nan
Q106675563,KLGOB/1 (Ogham Stone Concept by CISP),Q85395538,POINT(-9.718889 52.068056),ANNVEN 
Q106675564,KLGOB/2 (Ogham Stone Concept by CISP),Q85395538,POINT(-9.718889 52.068056),LUGUQQRITTAS
Q106675566,KLGOB/3 (Ogham Stone Concept by CISP),Q85395538,POINT(-9.718889 52.068056),--]HATA[--
Q106675568,KLGRO/1 (Ogham Stone Concept by CISP),Q85395618,POINT(-10.175833 51.913333),ANM M{O}L{E}G{O}MRIDMACIV{E}CUM{E}N
Q106675570,KLGRV/1 (Ogham Stone Concept by CISP),Q85396854,POINT(-7.549722 52.090556),[CU]NAMAQILUGUDECAMU 
Q106675571,KLGRV/2 (Ogham Stone Concept by CISP),Q85396854,POINT(-7.549722 52.090556),NISIGNIMAQIER[-- 
Q106675572,KLGRV/3 (Ogham Stone Concept by CISP),Q85396854,POINT(-7.549722 52.090556),DEBRAN 
Q106675573,KLGRV/4 (Ogham Stone Concept by CISP),Q85396854,POINT(-7.549722 52.090556),--]VAGNIMUCOICUNIA
Q106675574,KLGRV/5 (Ogham Stone Concept by CISP),Q85396854,POINT(-7.549722 52.090556),MAQIE[.][--
Q106675575,KLGRV/6 (Ogham Stone Concept by CISP),Q85396854,POINT(-7.549722 52.090556),--]UMAQICUMOGODUUMUCO[--
Q106675578,KLKEE/1 (Ogham Stone Concept by CISP),Q85395582,POINT(-10.029167 52.031111),MAQIR[O!][--][A!]
Q106675579,KLLAG/1 (Ogham Stone Concept by CISP),Q106628052,POINT(-10.058583 51.907671),DOVATTACAV[I][--]ILEH
Q106675580,KLLOE/1 (Ogham Stone Concept by CISP),Q85393912,POINT(-8.447778 52.803333),BENDACHT [-- 
Q106675581,KLMOL/1 (Ogham Stone Concept by CISP),Q85396911,POINT(-7.804444 52.1025),--]NN
Q106675583,KLORG/1 (Ogham Stone Concept by CISP),Q85396826,POINT(-9.540833 52.233611),--][U!][--
Q106675584,KLORG/2 (Ogham Stone Concept by CISP),Q85396826,POINT(-9.540833 52.233611),--]MAQIRECTA
Q106675585,KLORG/3 (Ogham Stone Concept by CISP),Q85396826,POINT(-9.540833 52.233611),[--]
Q106675586,KLQAN/1 (Ogham Stone Concept by CISP),Q106628056,POINT(-10.318342 52.209394),[--]
Q106675587,KLURL/1 (Ogham Stone Concept by CISP),Q85395551,POINT(-10.301944 51.843333),--]OTANIM[A]QILOSAGNI
Q106675588,KLURL/2 (Ogham Stone Concept by CISP),Q85395551,POINT(-10.301944 51.843333),[--]
Q106675589,KLVMO/1 (Ogham Stone Concept by CISP),Q85394084,POINT(-9.228056 51.828333),ASSICONA
Q106675590,KLWER/1 (Ogham Stone Concept by CISP),Q85394014,POINT(-8.789444 51.985556),UDDMENSACELI 
Q106675591,KMKDR/3 (Ogham Stone Concept by CISP),Q85395528,POINT(-10.333056 52.188333),nan
Q106675592,KNBOY/1 (Ogham Stone Concept by CISP),Q85396914,POINT(-7.6 52.111389),--]ER[.]T[.]M[.]C[..]NETAS[....]ONAS
Q106675593,KNBOY/2 (Ogham Stone Concept by CISP),Q85396914,POINT(-7.6 52.111389),--][RG][--][BAR]CEN[--
Q106675594,KNBOY/3 (Ogham Stone Concept by CISP),Q85396914,POINT(-7.6 52.111389),CORB
Q106675595,KNBOY/4 (Ogham Stone Concept by CISP),Q85396914,POINT(-7.6 52.111389),Q[.]CC[...]M[.]C[...]R[.]E[......]
Q106675596,KNBOY/5 (Ogham Stone Concept by CISP),Q85396914,POINT(-7.6 52.111389),--]CIRMAQIMUC[--
Q106675598,KNBOY/6 (Ogham Stone Concept by CISP),Q85396914,POINT(-7.6 52.111389),VORTIGURN
Q106675600,KNBOY/7 (Ogham Stone Concept by CISP),Q85396914,POINT(-7.6 52.111389),VEDABARM 
Q106675601,KNBOY/8 (Ogham Stone Concept by CISP),Q85396914,POINT(-7.6 52.111389),--][E!]MOGwEDIAS 
Q106675602,KNICK/1 (Ogham Stone Concept by CISP),Q85391711,POINT(-6.535 52.998056),MAQINI 
Q106675603,KNKLA/1 (Ogham Stone Concept by CISP),Q85396870,POINT(-7.511667 52.326389),LUGUDIMAQI[L-- 
Q106675604,KNMAH/1 (Ogham Stone Concept by CISP),Q106626874,POINT(-7.35056 52.14028),SENAQMA[Q^C][-- 
Q106675605,KNOUR/1 (Ogham Stone Concept by CISP),Q85393940,POINT(-8.838889 51.9575),B[--]Q[--]HAGA[--]DL
Q106675606,KNOUR/2 (Ogham Stone Concept by CISP),Q85393940,POINT(-8.838889 51.9575),[--]
Q106675607,KNWEE/1 (Ogham Stone Concept by CISP),Q69383268,POINT(-8.794722 51.868056),[M]I[C]ANAVVI MAQ L[U]G[U]N[.]
Q106675608,KNWEE/2 (Ogham Stone Concept by CISP),Q69383268,POINT(-8.794722 51.868056),VEQI{X}A[M^B]IMAQILUGUNI
Q106675610,KNWEE/3 (Ogham Stone Concept by CISP),Q69383268,POINT(-8.794722 51.868056),GRIMIGGN[--]ICERC[.--
Q106675611,KNWEE/4 (Ogham Stone Concept by CISP),Q69383268,POINT(-8.794722 51.868056),CULRIGAIMAQIMENUMAQ[--
Q106675612,KNWEE/5 (Ogham Stone Concept by CISP),Q69383268,POINT(-8.794722 51.868056),BRANI MAQQIMU 
Q106675613,KNWEE/6 (Ogham Stone Concept by CISP),Q69383268,POINT(-8.794722 51.868056),COLLOS[--
Q106675614,LABAN/1 (Ogham Stone Concept by CISP),Q106628044,POINT(-8.741852 51.995245),QUTQ
Q106675615,LAMOG/1 (Ogham Stone Concept by CISP),Q85391666,POINT(-7.360833 52.443889),SEVERRIT 
Q106675616,LAMOG/2 (Ogham Stone Concept by CISP),Q85391666,POINT(-7.360833 52.443889),DOVATUCI[A]V 
Q106675617,LEGAN/1 (Ogham Stone Concept by CISP),Q85391706,POINT(-7.158611 52.538611),LOBB[.]X[..]MAQQIMUC 
Q106675618,LETER/1 (Ogham Stone Concept by CISP),Q85395585,POINT(-10.220833 51.923333),--]QNETN[O!][--
Q106675619,LETWE/1 (Ogham Stone Concept by CISP),Q85396891,POINT(-10.025278 52.013611),ANMGATT{X}GLAN
Q106675620,LHANE/1 (Ogham Stone Concept by CISP),Q106628067,POINT(-9.046029 52.051362),COLMANMACICOMGANN
Q106675621,LHANE/2 (Ogham Stone Concept by CISP),Q106628067,POINT(-9.046029 52.051362),CROCCANMAQIDOMONIGART
Q106675622,LMNGH/1 (Ogham Stone Concept by CISP),Q85395546,POINT(-9.413611 51.883333),OTTINNMAQIVEC[R--
Q106675623,LUGUL/1 (Ogham Stone Concept by CISP),Q85395562,POINT(-10.124722 52.135833),GOSSUCTTIAS
Q106675624,LUGUL/2 (Ogham Stone Concept by CISP),Q85395562,POINT(-10.124722 52.135833),GAMICUNAS
Q106675625,MANGE/1 (Ogham Stone Concept by CISP),Q85395541,POINT(-9.875 51.858611),--][!O]NEGGN[I]
Q106675626,MAUIG/1 (Ogham Stone Concept by CISP),Q85395564,POINT(-10.359444 52.144722),AMNCOLOL 
Q106675627,MNTRI/1 (Ogham Stone Concept by CISP),Q85394114,POINT(-8.829444 51.970833),[MADOR]AMAQIDEGO
Q106675628,MNTRI/2 (Ogham Stone Concept by CISP),Q85394114,POINT(-8.829444 51.970833),MAQIBRI[-- 
Q106675629,MNTRU/1 (Ogham Stone Concept by CISP),Q85396939,POINT(-8.562778 52.328611),IVAGENIMAQI 
Q106675630,MONAT/1 (Ogham Stone Concept by CISP),Q85394081,POINT(-8.779444 51.974444),--][M][--][M][--
Q106675632,MONAT/2 (Ogham Stone Concept by CISP),Q85394081,POINT(-8.779444 51.974444),DALAGNIMAQIDALI
Q106675633,MONAT/3 (Ogham Stone Concept by CISP),Q85394081,POINT(-8.779444 51.974444),BROINIENAS{K}OINETATTRENALUGOS
Q106675634,MONAT/4 (Ogham Stone Concept by CISP),Q85394081,POINT(-8.779444 51.974444),VERGOSOMACILLOMINACCA
Q106675636,MRAME/1 (Ogham Stone Concept by CISP),Q85395622,POINT(-10.023333 52.251944),QENILOCGNIMAQID[--
Q106675637,MUSIC/1 (Ogham Stone Concept by CISP),Q85394128,POINT(-9.083889 51.926111),[MI]NNACCANNIMAQIAILLUATTAN
Q106675638,NEWLE/1 (Ogham Stone Concept by CISP),Q85396941,POINT(-8.105278 52.275833),--][..][--
Q106675639,NOBBE/1 (Ogham Stone Concept by CISP),Q106628032,POINT(-6.597584 53.819089),--]MAQI[--
Q106675640,NOBBE/2 (Ogham Stone Concept by CISP),Q106628032,POINT(-6.597584 53.819089),--]MAQI[--
Q106675641,NOBBE/3 (Ogham Stone Concept by CISP),Q106628032,POINT(-6.597584 53.819089),--]MAQI[--
Q106675642,OLDIS/1 (Ogham Stone Concept by CISP),Q85396859,POINT(-7.59 52.160833),CUNNETASMAQ 
Q106675643,PAINT/1 (Ogham Stone Concept by CISP),Q85391671,POINT(-6.559167 53.673333),MAQICAIRATINI 
Q106675644,PARAR/1 (Ogham Stone Concept by CISP),Q85396972,POINT(-9.558333 52.077778),BRRUANANN
Q106675647,PARAR/2 (Ogham Stone Concept by CISP),Q85396972,POINT(-9.558333 52.077778),GGVVSS
Q106675648,POMCK/1 (Ogham Stone Concept by CISP),Q85391732,POINT(-6.1525 53.419722),S[--]B[--]N[--]GL[-]T[--]DM[--
Q106675723,GLINS/1 (Ogham Stone Concept by CISP),,,[--]
Q106675725,BENBR/1 (Ogham Stone Concept by CISP),,,--]D[--]T[-- 
Q70893056,CIIC 315 (Ogham Stone Concept by RAS Macalister),Q85392831,POINT(-7.5175 54.362222),NETTACU[NAS].
Q70893058,CIIC 316 (Ogham Stone Concept by RAS Macalister),Q85392833,POINT(-6.744444 55.116667),BROCAGNI MAQI MU
Q70893060,CIIC 317 (Ogham Stone Concept by RAS Macalister),Q85392826,POINT(-7.047778 54.699444),DOTETTO MAQI MAGLANI
Q70899515,CIIC 4 (Ogham Stone Concept by RAS Macalister),Q72006009,POINT(-8.765556 53.773611),LUGADDON MAQI LUGUDEC DDDISI MO[..]CQU S(?)EL
Q70899515,CIIC 4 (Ogham Stone Concept by RAS Macalister),Q72006009,POINT(-8.765556 53.773611),LUGADDON MAQI LUGUDEC DDISI MO[...]CQU S(?)EL
Q70899516,CIIC 5 (Ogham Stone Concept by RAS Macalister),Q85390384,POINT(-8.665278 53.896111),ALATTOS MAQI BR...
Q70899519,CIIC 7 (Ogham Stone Concept by RAS Macalister),Q85390388,POINT(-9.083889 54.074444),....MA]Q CERAN[I] AVI ATHECETAIMIN
Q70899521,CIIC 13 (Ogham Stone Concept by RAS Macalister),Q85390711,POINT(-8.297778 53.8075),QREGAS MU[...
Q70899522,CIIC 14 (Ogham Stone Concept by RAS Macalister),Q85391730,POINT(-6.956452 52.631753),n/a
Q70899524,CIIC 16 (Ogham Stone Concept by RAS Macalister),Q85391648,POINT(-6.716667 52.781944),DUNAIDONAS MAQI MARIANI
Q70899528,CIIC 19 (Ogham Stone Concept by RAS Macalister),Q85391762,POINT(-6.756389 53.031111),OVANOS AVI IVACATTOS
Q70899529,CIIC 21 (Ogham Stone Concept by RAS Macalister),Q85391762,POINT(-6.756389 53.031111),.....]MAQQI COLLABOTA
Q70899530,CIIC 22 (Ogham Stone Concept by RAS Macalister),Q85391762,POINT(-6.756389 53.031111),...EGNI KOI MAQI MUC[OI] A[L]I[NI]
Q70899537,CIIC 23 (Ogham Stone Concept by RAS Macalister),Q85391762,POINT(-6.756389 53.031111),AV*S*S*MAQV*S
Q70899538,CIIC 24 (Ogham Stone Concept by RAS Macalister),Q85391762,POINT(-6.756389 53.031111),UR
Q70899541,CIIC 25 (Ogham Stone Concept by RAS Macalister),Q85391762,POINT(-6.756389 53.031111),LA
Q70899544,CIIC 26 (Ogham Stone Concept by RAS Macalister),Q85391654,POINT(-6.551111 53.375278),NETTAVRECC [KOI?] MAQI MUCCOI TRENALUGGO
Q85409935,CIIC 154 (Ogham Stone Concept by RAS Macalister),Q85394310,POINT(-10.386111 52.176111),CUNAMAQQI CORBBI MAQQ[I MUCCOI DOVVINIA]S
Q85409967,CIIC 194a (Ogham Stone Concept by RAS Macalister),Q85395627,POINT(-10.024444 52.167778),LLONNOCC MAQQ[...
Q85410004,CIIC 246a (Ogham Stone Concept by RAS Macalister),Q85396815,POINT(-9.733611 52.165556),...]V MAQI[...
Q85410013,CIIC 246b (Ogham Stone Concept by RAS Macalister),Q85396815,POINT(-9.733611 52.165556),[LMCBDV]
Q85410047,CIIC 256a (Ogham Stone Concept by RAS Macalister),Q85396830,POINT(-9.710278 52.268056),BASIŊB ---
Q85411181,CIIC 218a (Ogham Stone Concept by RAS Macalister),Q85395539,POINT(-9.703056 52.080556),n/a
Q85411211,CIIC 242a (Ogham Stone Concept by RAS Macalister),Q85396972,POINT(-9.558333 52.077778),n/a
Q106674154,10. Breastagh (Ogham Stone Concept by the Ogham in 3D Project),Q85390394,POINT(-9.248056 54.248611),LGG SDLENGESCAD MAQ CORRBRI MAQ AMMLLONGITT
Q106674171,100. Ballyhank IV (Ogham Stone Concept by the Ogham in 3D Project),Q85394010,POINT(-8.608333 51.838611),AB ULCCAGNI
Q106674173,101. Ballyhank V (Ogham Stone Concept by the Ogham in 3D Project),Q85394010,POINT(-8.608333 51.838611),MAQI-ESE/A MAQI DOMANE/QI
Q106674174,102. Ballyhank VI (Ogham Stone Concept by the Ogham in 3D Project),Q85394010,POINT(-8.608333 51.838611),DILOGONN
Q106674175,1083. Rathkenny I (Ogham Stone Concept by the Ogham in 3D Project),Q106626866,POINT(-9.72028 52.33167),COMMAGGAGNI MUCOI/ ISAMMNN
Q106674176,1084. Rathkenny II (Ogham Stone Concept by the Ogham in 3D Project),Q106626866,POINT(-9.72028 52.33167),OLISSEGVOG
Q106674177,11. Drummin I (Ogham Stone Concept by the Ogham in 3D Project),Q85390417,POINT(-8.362222 53.84),CUNOVATO
Q106674179,118. Monataggart I (Ogham Stone Concept by the Ogham in 3D Project),Q85394081,POINT(-8.779444 51.974444),VEQREQ MOQOI GLUNLEGGET
Q106674180,119. Monataggart II (Ogham Stone Concept by the Ogham in 3D Project),Q85394081,POINT(-8.779444 51.974444),DALAGNI MAQI DALI
Q106674181,12. Rathcroghan I (Ogham Stone Concept by the Ogham in 3D Project),Q85390711,POINT(-8.297778 53.8075),VRAICCI/ MAQI MEDVVI
Q106674182,120. Monataggart III (Ogham Stone Concept by the Ogham in 3D Project),Q85394081,POINT(-8.779444 51.974444),BROINIENAS KOI NETTA-TTRENALUGOS
Q106674183,13. Rathcroghan II (Ogham Stone Concept by the Ogham in 3D Project),Q85390711,POINT(-8.297778 53.8075),MAQ REGAS MUCOI
Q106674184,136. Ardfert I (Ogham Stone Concept by the Ogham in 3D Project),Q85394024,POINT(-9.772778 52.328889),CTAN/QLOG
Q106674185,141. Aglish I (Ogham Stone Concept by the Ogham in 3D Project),Q85393955,POINT(-10.138056 52.133056),MAQI MAQI/OGGODIKA
Q106674186,142. Aglish II (Ogham Stone Concept by the Ogham in 3D Project),Q85393955,POINT(-10.138056 52.133056),CELI AVI VUD?
Q106674188,145. Arraglen (Ogham Stone Concept by the Ogham in 3D Project),Q85394028,POINT(-10.236944 52.2675),QRIMITIR RO/NA/NN MAQ COMOGANN
Q106674189,146. Ballineanig (Ogham Stone Concept by the Ogham in 3D Project),Q85393959,POINT(-10.382222 52.166667),LUGUQRIT MAQI/ QRITTI
Q106674190,147. Ballineesteenigh (Ogham Stone Concept by the Ogham in 3D Project),Q85393961,POINT(-10.2075 52.140556),MOINENA MAQI OLACON
